DATE,CUST_ID,DEVICE,P/C,製令編碼,vendor,Dut,PROCESS_ID,送修時間,STATUS,NEW針長,NOW針長,已用針長,送修時已使用TD,累積TD,總使用TD,PM TD,MTBF達成率,MTBF判定,送修原因,送修備註,維修成功率
2022/11/12,0,NA02043_ADG_N4C2PA,JB1HVS14,A2101899,0,1,2,2022-11-12 09:52:20,定期PM,12,11,1,4,786416,1020363,200000,117.0,PASS,"常溫測試,定期PM",NA02043P(COG48AA)-E-X4-C_CP2_PM,PASS
2022/11/13,4,FUE018(023C),JB1N0S01,A1800364,0,1,1,2022-11-14 01:34:48,定期PM,9,7,2,9,8295496,8765006,500000,93.9,PASS,定期PM,PM,PASS
2022/11/13,3,F100A1(4),VB428S09,A2101579,0,4,7,2022-11-14 01:56:01,定期PM,12,9,2,9,934574,1395958,500000,92.3,PASS,定期PM,PM,PASS
2022/11/13,3,F108A1,VB1AAS04,A2200043,0,1,1,2022-11-14 02:22:40,定期PM,12,8,4,10,2405827,2922400,500000,103.3,PASS,定期PM,PM,PASS
2022/11/13,1,HX8033-M,JB2JYS20,A2201045-R2,0,2,2,2022-11-13 15:02:45,定期PM,12,5,6,9,3342238,3816550,500000,94.9,PASS,定期PM,PM,PASS
2022/11/13,1,HX83112-F-PC1(HSIF),JB1E9S22,N5110-20060004-00,1,1,1,2022-11-13 08:16:52,定期PM,11,6,6,10,3644903,4173245,500000,105.7,PASS,定期PM,IQA_PM,PASS
2022/11/13,0,NA02080A_V2_COP_N4C1PE,JB813S05,A2001325,0,8,1,2022-11-13 10:33:11,定期PM,11,8,2,4,1892947,2100780,200000,103.9,PASS,定期PM,IQA_PM,PASS
2022/11/13,0,NA0780_NDCAPA,TB1CMS15,T511-2022080002CH-R1,4,1,2,2022-11-13 10:37:41,內修(舊),11,11,0,0,0,1703,200000,0.9,FAIL,OPEN,U3W8R.00-S_CP2_固定 PIN OPEN,FAIL
2022/11/13,0,NA01690-AT_NDC1PA,JB1P3S16,A2200531-R1,0,1,5,2022-11-14 06:11:56,定期PM,12,10,2,2,640182,762853,100000,122.7,PASS,定期PM,NA01690-AT_NDC1PA_CP4_定期PM,PASS
2022/11/13,0,NA02080A_COP_N4CAPA,JB131S16,A2101908,0,1,4,2022-11-14 03:11:31,內修(舊),12,8,3,0,1128392,1141809,200000,6.7,FAIL,OPEN,NB02080C(COG48AA)-E-X15-C_CP4_亂跳PIN,FAIL
2022/11/13,0,NA02080A_COP_N4CAPA,JB131S14,A2101437,0,1,4,2022-11-14 03:28:40,內修(舊),12,8,4,0,1500499,1521984,200000,10.7,FAIL,OPEN,NB02080C(COG48AA)-E-X15-C_CP4_固定PIN OPEN,PASS
2022/11/13,1,HX5185-A,TB1YLS38,A2100866-R2,0,1,11,2022-11-13 12:13:20,定期PM,12,5,6,9,2975936,3445495,500000,93.9,PASS,定期PM,PA6485E_CP1_PM,PASS
2022/11/14,0,NA01691_NDCAPB,JB2KLS19,A2101955-R2,0,2,1,2022-11-15 03:55:06,定期PM,12,7,5,2,2872397,2996648,100000,124.3,PASS,定期PM,NA01691_NDCAPB_CP2_定期PM,PASS
2022/11/14,0,NA01690-AT_NDC1PA,JB1P3S14,A2101902-R1,0,1,5,2022-11-14 08:10:58,內修(舊),12,7,4,0,1694751,1713800,100000,19.1,FAIL,針位不良,NC01690I(COG46BA)-A-AT-C_CP3_Range:3um,PASS
2022/11/14,0,NA01859_NDCAPA,JB1XQS04,A2001358,0,1,1,2022-11-14 08:26:10,內修(舊),11,7,4,3,1498980,1681553,200000,91.3,PASS,定期PM,PM,PASS
2022/11/14,1,HX8298-A,TB1R8S79,N5010-21050090-R1,1,1,4,2022-11-15 06:28:18,內修(舊),12,4,8,3,1058686,1257457,400000,49.7,FAIL,共面不佳,HX8298-A_CP3_共面不佳,PASS
2022/11/14,0,NA02080A_COP_N4CAPA,JB131S12,A2100329,0,1,4,2022-11-14 18:10:40,內修(舊),12,5,7,0,2795545,2816966,200000,10.7,FAIL,其他,11/14安傑MAIL:送駐廠重新確認針位,PASS
2022/11/14,1,HX82102A-LT,VB1A8S04,A2101390,0,1,9,2022-11-14 15:37:47,外修(舊),12,5,6,0,1727710,1768973,500000,8.3,FAIL,Function,PA5269_CP4_ BIN40(SOURCE)，維修次數16次，更換低溫封口蓋,PASS
2022/11/14,0,NA01690-AT_NDC1PA,JB1P3S07,A2001490,0,1,5,2022-11-14 20:56:15,外修(舊),12,5,7,1,3278802,3329688,100000,50.9,FAIL,"共面不佳,其他",NA01690-AT_NDC1PA_CP2_共面不佳、更換破損低溫封口蓋,PASS
2022/11/14,1,HX83112-F-PC1(HSIF),JB1E9S10,A2000094,0,1,1,2022-11-15 01:53:43,內修(舊),10,6,5,2,2880612,2989250,500000,21.7,FAIL,共面不佳,PA5489J_C4_CP3_共面不佳,PASS
2022/11/14,4,FFE062,JB1L6S13,A2101878-R1,0,1,2,2022-11-15 06:43:40,內修(舊),12,9,3,0,3676003,3677558,500000,0.3,FAIL,針位不良,FFE062G-TQ2_CP3_針位不佳,FAIL
2022/11/14,0,NA01690-AT_NDC1PA,JB1P3S15,A2200427-R1,0,1,5,2022-11-14 11:28:35,定期PM,12,10,2,2,849160,963631,100000,114.5,PASS,定期PM,NC01690G(COG48AA)-A-AT-N-C_CP3_PM,PASS
2022/11/14,1,HX5318-A(1D),VB1CAS01,N5010-22010250-00,1,1,2,2022-11-14 21:35:33,內修(舊),11,6,6,2,1153797,1277469,500000,24.7,FAIL,共面不佳,PA6628B2_CP2_共面不佳,PASS
2022/11/14,0,NA01687_NDCAPA,JB1HKS10,A2200710-R1,0,1,10,2022-11-14 22:07:34,內修(舊),11,11,1,2,189223,321780,200000,66.3,FAIL,共面不佳,NA01687_NDCAPA_CP2_共面不佳,PASS
2022/11/14,3,F102B7,JB117S04,A2000770,0,1,0,2022-11-14 16:20:20,內修(舊),12,9,3,5,721894,996609,500000,54.9,FAIL,"針位不良,OPEN,Short",RF102B7.C_CP1_BIN2 O/S，針位不佳,PASS
2022/11/15,0,NA01690-AT_NDC1PA,JB1P3S08,A2001491,0,1,5,2022-11-15 16:57:06,定期PM,12,6,6,2,2501814,2615541,100000,113.7,PASS,定期PM,PM,PASS
2022/11/15,1,HX8290A,JB1TAS15,A2101149,0,1,4,2022-11-15 18:06:01,內修(舊),12,5,6,4,2201615,2422599,500000,44.2,FAIL,共面不佳,IQA_共面不佳,PASS
2022/11/15,0,NA02132A_NDCHPA,VB151S04,A2200254,0,1,2,2022-11-16 01:27:42,內修(舊),12,11,1,0,220154,264675,200000,22.3,FAIL,共面不佳,NA02132D(COG78AA)-A-X-C_CP2_共面不佳,PASS
2022/11/15,0,NA02043_ADG_N4C2PA,JB1HVS12,A2101548,0,1,2,2022-11-15 22:43:44,內修(舊),12,10,1,3,448533,603855,200000,77.7,FAIL,Function,NA02043P(COG48AA)-E-X5-C_CP2_bin4 function,PASS
2022/11/15,1,HX5318-A(1D),VB1CAS07,N5010-22060138-00,1,1,2,2022-11-15 22:58:12,內修(舊),12,10,2,5,411492,705739,500000,58.9,FAIL,共面不佳,PA6628B2_CP2_共面不佳,PASS
2022/11/15,3,F100A1,JB130S24,A2200894-R1,0,1,1,2022-11-15 23:55:07,定期PM,11,8,3,9,1037164,1519144,500000,96.4,PASS,定期PM,PM,PASS
2022/11/15,0,NA01690-AT_NDC1PA,JB1P3S17,A2200850-R1,0,1,5,2022-11-15 10:39:15,定期PM,12,12,0,2,306508,424151,100000,117.6,PASS,定期PM,NC01690I(COG46BA)-A-AT-C_CP2_pm,PASS
2022/11/15,0,NA01644-AT_NDCAPA,JB1EBS10,A2000179,0,1,19,2022-11-15 20:09:54,定期PM,11,6,5,4,3529936,3731436,200000,100.8,PASS,定期PM,NA01644-AT_NDCAPA_CP2+CP3+CP4_PM,PASS
2022/11/15,0,NA02043_ADG_N4C2PA,JB1HVS10,A2101470,0,1,2,2022-11-15 21:19:17,定期PM,11,9,2,4,1369166,1594484,200000,112.7,PASS,定期PM,NA02043_ADG_N4C2PA_CP2_定期PM,PASS
2022/11/15,3,F100A1(4),VB428S02,A2101373,0,4,7,2022-11-16 06:22:33,定期PM,12,9,2,9,1373146,1827794,500000,90.9,PASS,定期PM,PM,PASS
2022/11/15,3,F100A1,JB130S16,A2101213,0,1,1,2022-11-15 13:13:26,定期PM,12,4,7,9,3729160,4184170,500000,91.0,PASS,定期PM,IQA_PM,PASS
2022/11/15,1,HX8298-A,TB1R8S74,A2001125-R1,0,1,4,2022-11-16 02:26:39,定期PM,12,5,7,3,2569721,2760266,200000,95.3,PASS,定期PM,HX8298-A_CP3_定期PM,PASS
2022/11/15,0,NA02043_ADG_N4C2PA,JB1HVS13,A2101898,0,1,2,2022-11-15 23:13:42,內修(舊),11,11,0,2,0,119827,200000,59.9,FAIL,Function,NA02043P(COG48AA)-E-X5-C_CP2_bin115 function,PASS
2022/11/16,0,NB01109H-A-AT-B_NDCHPD,JB6NNS03,A2100024,0,6,0,2022-11-16 15:07:21,定期PM,12,11,1,3,0,180465,200000,90.2,PASS,定期PM,IQA_PM,PASS
2022/11/16,4,FUE021(ND1),VB198S02,A2101477,0,1,0,2022-11-16 12:21:01,定期PM,12,10,2,9,1706425,2159980,500000,90.7,PASS,定期PM,PM,PASS
2022/11/16,0,NA01859_NDCAPA,JB1XQS06,A2200923,0,1,1,2022-11-16 12:48:25,定期PM,12,11,1,4,59937,264835,200000,102.5,PASS,定期PM,IQA_PM,PASS
2022/11/16,1,HX83102-E(CP1)-TYPE3-HSIF,JB180S07,A2101707,0,1,3,2022-11-16 12:46:24,內修(舊),11,9,2,6,894361,1205045,500000,62.1,FAIL,OPEN,PA5472N_V29_CP3_BIN2 OPEN,PASS
2022/11/16,1,HX83112-F-PC1(HSIF),JB1E9S17,N5110-20020013-00,1,1,1,2022-11-16 08:03:43,定期PM,12,6,6,9,2927961,3387736,500000,92.0,PASS,定期PM,PA5489J_C4_CP3_PM,PASS
2022/11/16,1,HX8298-A,TB1R8S82,A2100973-R2,0,1,4,2022-11-17 02:42:06,內修(舊),12,8,4,0,1844559,1850482,200000,3.0,FAIL,"高溫測試,OPEN",PA5223Q_12U60H-LT_CP3_o/s 1pin不過SOUT1008 DP480,FAIL
2022/11/16,1,HX83112-B-R,JB1TDS02,N5010-17120013-00,1,1,0,2022-11-17 03:28:22,內修(舊),12,10,2,2,440575,581552,500000,28.2,FAIL,Function,PA5468F_50HV_CP1_Bin31,PASS
2022/11/16,3,F102B8,JB197S05,A2200849,0,1,17,2022-11-16 18:08:54,內修(舊),13,12,2,2,973463,1107512,500000,26.8,FAIL,OPEN,RF106A5.C1_CP5_OPEN,PASS
2022/11/16,0,NA01690-AT_NDC1PA,JB1P3S20,A2201094-R1,0,1,5,2022-11-17 02:37:28,定期PM,12,12,0,2,108010,226002,100000,118.0,PASS,定期PM,IQA_PM,PASS
2022/11/17,1,HX5185-A,TB1YLS39,A2100867-R2,0,1,11,2022-11-17 08:31:38,定期PM,12,8,4,9,1734776,2220555,500000,97.2,PASS,定期PM,PA6485E_CP3_PM,PASS
2022/11/17,0,NA01690-AT_NDC1PA,JB1P3S11,A2101276,0,1,5,2022-11-18 00:17:16,定期PM,12,6,6,1,2349884,2440444,100000,90.6,PASS,定期PM,IQA_PM,PASS
2022/11/17,1,HX83113-A(HSIF),JB1YXS04,N5010-20020022-00,1,1,3,2022-11-17 10:36:20,內修(舊),11,5,6,1,2921049,2988888,500000,13.6,FAIL,共面不佳,IQA_共面不佳,PASS
2022/11/17,0,NA02080A_COP_N4CAPA,JB131S19,A2200266,0,1,4,2022-11-17 11:02:20,定期PM,12,10,1,4,610943,824912,200000,107.0,PASS,定期PM,NA02080A_CP3_PM,PASS
2022/11/17,0,NA02080A_COP_N4CAPA,JB131S18,A2200265,0,1,4,2022-11-17 12:53:27,定期PM,12,9,3,4,944265,1167178,200000,111.5,PASS,定期PM,NF02080A(COG48AA)-E-X15-C_CP3_PM,PASS
2022/11/17,0,NA01691_NDCAPB,JB2KLS17,N5010-21110290-R1,1,2,1,2022-11-17 12:55:42,內修(舊),11,5,6,1,2341550,2413836,100000,72.3,FAIL,"Function,低溫測試",NA01691E(COG46EA)-A-AT-C_CP2_DUT2 Bin46,PASS
2022/11/17,0,NA02152-ODD-MPI_NDCAPA,VB1AGS01,A2101219,0,1,14,2022-11-17 13:14:06,定期PM,12,10,2,3,1148642,1342790,200000,97.1,PASS,定期PM,NA02152C_CP5_PM,PASS
2022/11/17,0,NA02043_ADG_N4C2PA,JB1HVS15,A2101900,0,1,2,2022-11-17 13:17:41,定期PM,12,11,1,3,310753,497831,200000,93.5,PASS,定期PM,IQA_PM,PASS
2022/11/17,0,NA02080A_V2_COP_N4C1PE,JB813S03,A2000707,0,8,1,2022-11-17 20:22:18,定期PM,10,8,3,3,2183277,2370429,200000,93.6,PASS,定期PM,PM,PASS
2022/11/17,9,XUA008A-CP1,JB1L4S03,A2001450,0,1,0,2022-11-18 04:27:40,內修(舊),11,5,6,4,3484547,3718113,500000,46.7,FAIL,OPEN,XUC028A-T1_CP1_BIN2 OPEN,PASS
2022/11/17,0,NA02080A_COP_EVEN_MPI_NDC1PA,JB174S04,A2100507,0,1,3,2022-11-18 01:50:00,內修(舊),12,6,6,0,4405862,4455327,200000,24.7,FAIL,Short,NF02080A(COG48AA)-E-X15-C_CP3_BIN101 SHORT,PASS
2022/11/17,0,NA02080A_COP_N4CAPA,JB131S13,A2101436,0,1,4,2022-11-18 02:20:15,定期PM,12,9,3,4,1469375,1692889,200000,111.8,PASS,定期PM,PM,PASS
2022/11/17,0,NA01853_NDC1PA,JB1V9S04,A2000896,0,1,6,2022-11-17 22:06:41,內修(舊),11,7,4,1,1387670,1457077,100000,69.4,FAIL,OPEN,NB01853B(COG48AA)-A-AT-C_CP2_OPEN不穩,PASS
2022/11/17,2,SW80004,TC2QTS37,UOS0C02-2206701-R2,2,2,0,2022-11-17 09:39:02,定期PM,11,9,2,9,2334807,2828484,500000,98.7,PASS,定期PM,IQA_PM,PASS
2022/11/17,1,HX8033-M(12),VBCCGS06,A2200278,0,5,0,2022-11-17 09:42:25,定期PM,11,9,2,3,551119,733175,200000,91.0,PASS,定期PM,IQA_PM,PASS
2022/11/17,3,A151A1(2),TS2A2S04,A2101178,0,2,2,2022-11-17 09:50:42,定期PM,12,8,4,9,1666296,2153467,500000,97.4,PASS,定期PM,IQA_PM,PASS
2022/11/17,2,SW43414,JB164S20,UOA3C01-2108705,2,1,3,2022-11-17 10:01:03,定期PM,11,6,5,9,2699168,3188180,500000,97.8,PASS,定期PM,IQA_PM,PASS
2022/11/17,0,NA01690-AT_NDC1PA,JB1P3S12,A2101372-R1,0,1,5,2022-11-17 10:07:37,定期PM,12,7,4,2,2270395,2392550,100000,122.2,PASS,定期PM,IQA_PM,PASS
2022/11/17,1,HX8032-A(1.2),TB1HVS21,A2101047,0,1,0,2022-11-17 15:01:26,內修(舊),11,8,3,3,1078301,1258959,500000,36.1,FAIL,Function,PA1333_CP1_Bin24,PASS
2022/11/17,1,HX83112-F-PC1(HSIF),JB1E9S04,N5010-20010023-00,1,1,19,2022-11-17 15:33:30,內修(舊),11,6,5,0,3465290,3492062,500000,5.4,FAIL,Function,PA5489J_C4_CP3_Bin75,PASS
2022/11/17,1,HX5318-A(1D),VB1CAS02,N5010-22010251-00,1,1,2,2022-11-18 00:47:14,內修(舊),11,7,4,6,921126,1232604,500000,62.3,FAIL,針位不良,PA6628B2_CP2_針位不佳,PASS
2022/11/17,0,NA01691_NDCAPB,JB2KLS18,A2101903-R2,0,2,1,2022-11-17 08:53:27,定期PM,12,8,4,1,2161117,2259911,100000,98.8,PASS,定期PM,IQA_PM,PASS
2022/11/18,3,F100A1,JB130S25,A2201173-R1,0,1,1,2022-11-18 08:15:48,定期PM,12,11,1,10,8770,522095,500000,102.7,PASS,定期PM,PM,PASS
2022/11/18,2,SW43414,JB164S16,UOA3C01-2108701,2,1,3,2022-11-18 18:28:32,內修(舊),11,5,6,5,2761872,3027799,500000,53.2,FAIL,OPEN,SW43414A_CP3_Bin2 open,PASS
2022/11/18,1,HX5318-A(4D),VB4C9S03,N5010-22060136-00,1,4,0,2022-11-18 14:31:54,定期PM,12,9,2,9,529145,990829,500000,92.3,PASS,定期PM,PA6628B2_CP1_PM,PASS
2022/11/18,0,NA02080A_COP_N4CAPA,JB131S10,A2001297,0,1,4,2022-11-18 14:55:59,內修(舊),12,6,6,0,4053052,4054190,200000,0.6,FAIL,OPEN,NE02080A(C0G48AA)-E-Y1-C(4S)_CP4_Bin66 Open,FAIL
2022/11/18,0,NA02152-ODD-MPI_NDCAPA,VB1AGS04,A2200292,0,1,14,2022-11-18 21:19:58,內修(舊),12,11,1,0,398762,445636,200000,23.4,FAIL,Function,NA02152C(COG48CA)-E-Z1-C_CP5_BIN25,PASS
2022/11/18,2,SW43414,JB164S29,UOA3C01-2109716,2,1,3,2022-11-18 18:32:41,內修(舊),11,5,6,5,2624769,2920367,500000,59.1,FAIL,"共面不佳,針髒污",IQA_共面不佳,PASS
2022/11/18,2,SW83316,VB1B6S05,UOA3C01-2206703,2,1,3,2022-11-18 18:38:42,內修(舊),12,6,6,6,2049591,2378778,500000,65.8,FAIL,共面不佳,IQA_共面不佳,PASS
2022/11/18,0,NA02080A_COP_N4CAPA,JB131S20,A2200425-R1,0,1,4,2022-11-19 01:30:17,內修(舊),11,11,0,1,618564,675455,200000,28.5,FAIL,針位不良,NF02080A(COG48AA)-E-X15-C_CP4_針位不佳,PASS
2022/11/18,2,SW43414,JB364S15,UOA3C03-2106714,2,3,2,2022-11-19 01:46:18,內修(舊),11,9,2,8,1889575,2333119,500000,88.7,FAIL,Function,SW43414A_CP2_DUT1 BIN38,PASS
2022/11/18,2,SW80004,TC2QTS35,UOS0C02-2205701-R1,2,2,0,2022-11-18 08:57:06,定期PM,12,8,4,9,3270444,3724037,500000,90.7,PASS,定期PM,SW80004A_CP1_PM,PASS
2022/11/18,0,NA02152-ODD-MPI_NDCAPA,VB1AGS03,A2101756,0,1,14,2022-11-18 21:32:32,外修(舊),11,10,1,0,717814,719092,200000,0.6,FAIL,OPEN,NA02152C(COG48CA)-E-Z1-C_CP5_Bin2 Open,FAIL
2022/11/18,2,SW80004,TC2QTS40,UOS0C02-2206711-R1,2,2,0,2022-11-18 14:55:56,外修(舊),11,8,3,4,2871298,3071884,500000,40.1,FAIL,其他,IQA_DUT 2 VGH-L無Power Pin,PASS
2022/11/18,0,NA02080A_COP_N4CAPA,JB131S19,A2200266,0,1,4,2022-11-19 05:55:13,內修(舊),12,10,1,0,825999,826302,200000,0.2,FAIL,Function,NA02080A(COG48AA)-E-X15-C_CP3_BIN89,FAIL
2022/11/18,1,HX82102A-LT,VB1A8S10,A2201104,0,1,4,2022-11-18 15:40:13,外修(舊),12,11,1,1,157791,213453,500000,11.1,FAIL,Function,"PA5269F_CP3_Bin22 (OC_TTL_OFS)
",PASS
2022/11/18,0,NA02152-ODD-MPI_NDCAPA,VB1AGS01,A2101219,0,1,14,2022-11-18 21:39:25,外修(舊),12,10,2,0,1343807,1343920,200000,0.1,FAIL,Function,NA02152C(COG48CA)-E-Z1-C_CP5_Bin25 Function,FAIL
2022/11/18,0,NA02080A_COP_N4CAPA,JB131S10,A2001297,0,1,4,2022-11-18 10:38:06,定期PM,12,6,6,3,3869857,4053052,200000,91.6,PASS,定期PM,IQA_PM,PASS
2022/11/18,3,F100A1,JB130S26,A2201174-R1,0,1,1,2022-11-18 08:20:18,定期PM,12,11,1,9,24635,519980,500000,99.1,PASS,定期PM,PM,PASS
2022/11/19,4,FT2389(COP)-HSIF,VB1BCS02,A2200676,0,1,0,2022-11-19 10:33:14,定期PM,12,12,0,9,0,454469,500000,90.9,PASS,定期PM,IQA_PM,PASS
2022/11/19,3,F100A1,JB130S30,A2201186-R1,0,1,1,2022-11-19 14:48:26,定期PM,11,11,0,9,0,481466,500000,96.3,PASS,定期PM,IQA_PM,PASS
2022/11/19,3,F100A1,JB130S28,A2201184-R1,0,1,1,2022-11-19 15:05:20,定期PM,11,11,0,10,0,505506,500000,101.1,PASS,定期PM,IQA_PM,PASS
2022/11/19,3,F100A1(4),VB428S02,A2101373,0,4,7,2022-11-20 01:08:17,內修(舊),12,9,2,0,1828124,1865164,500000,7.4,FAIL,OPEN,RF100B3.C3_CP3_DUT3 O/S不穩,PASS
2022/11/19,0,NA01690-AT_NDC1PA,JB1P3S13,A2101545-R1,0,1,5,2022-11-19 18:10:50,定期PM,11,6,5,2,2279547,2397362,100000,117.8,PASS,定期PM,NC01690I(COG46BA)-A-AT-C _CP3_PM,PASS
2022/11/19,1,HX83192-A-PC-SOURCE,JB1E2S22,N5110-21110299-00,1,1,8,2022-11-19 20:13:39,定期PM,12,8,4,9,991071,1450459,500000,91.9,PASS,定期PM,PM,PASS
2022/11/19,1,HX83192-A-PC-SOURCE,JB1E2S20,N5110-21110297-00,1,1,8,2022-11-19 11:30:26,定期PM,12,8,4,9,964137,1434256,500000,94.0,PASS,定期PM,IQA_PM,PASS
2022/11/19,0,NA01174_NDCAPA,TB1TGS08,A2001592,0,1,0,2022-11-19 21:13:45,內修(舊),12,10,1,3,601866,764475,200000,81.3,FAIL,OPEN,NA01174G-A-C_CP1_BIN2 OPEN,PASS
2022/11/19,4,FUE021(ND1),VB198S03,A2101478,0,1,0,2022-11-19 23:35:02,定期PM,12,10,2,9,1813080,2268077,500000,91.0,PASS,定期PM,PM,PASS
2022/11/19,0,NA01248_NDC1PC,JB4R2S02,A1701182,0,4,15,2022-11-19 18:29:15,外修(舊),11,5,7,0,850441,850830,200000,0.2,FAIL,Function,NA01248F(COG4)-A-AT-X2-C_CP1 _DUT1 BIN57 DUT2 BIN47,FAIL
2022/11/19,0,NA01682_NDCAPA,JB1GVS23,A2100605,0,1,5,2022-11-19 20:04:10,內修(舊),12,8,4,3,1074857,1242671,200000,83.9,FAIL,共面不佳,NA0168_NDCAPA104_CP2+CP3_共面不佳,PASS
2022/11/20,3,F108A1,VB1AAS03,A2101985,0,1,1,2022-11-21 06:46:47,定期PM,12,8,4,11,2046983,2606479,500000,111.9,PASS,定期PM,PM,PASS
2022/11/20,0,NA01052A-A-B_NDCAPA,TB1FKS55,N5010-22080014-00,1,1,1,2022-11-20 08:32:11,定期PM,11,11,0,3,213342,401210,200000,93.9,PASS,定期PM,PM,PASS
2022/11/20,0,NA01690-AT_NDC1PA,JB1P3S09,A2001492,0,1,5,2022-11-20 08:47:06,定期PM,12,4,7,2,3363584,3485811,100000,122.2,PASS,定期PM,NC01690G(COG48AA)-A-AT-N4-C_CP3_PM,PASS
2022/11/20,1,HX83192-A-PC-SOURCE,JB1E2S32,N5010-22040214-00,1,1,8,2022-11-20 19:54:38,內修(舊),11,9,3,3,786330,985109,500000,39.8,FAIL,針位不良,PA5478D_12U-LTB1_CP1_Y RANGE=2針位不佳,PASS
2022/11/20,1,HX8272-A,JB1J8S13,A2200076-R1,0,1,3,2022-11-21 04:45:41,內修(舊),12,8,4,3,859299,1036152,500000,35.4,FAIL,共面不佳,PA5260I-LTB_CP3_共面不佳,PASS
2022/11/20,0,NB01657_NDCAPE,JB8KZS10,CB18090001H,3,8,0,2022-11-20 09:46:17,外修(舊),12,5,7,0,1826974,1857495,200000,15.3,FAIL,Function,"ND01657B(COF94AA)-A-C_CP1_DUT2 BIN25,DUT8 BIN16  Function Fail",PASS
2022/11/20,0,NA01682_NDCAPA,JB1GVS15,A2001022-R1,0,1,5,2022-11-21 04:35:57,內修(舊),11,5,6,0,2261699,2275277,200000,6.8,FAIL,針位不良,針位不佳,FAIL
2022/11/21,0,NA01687_NDCAPA,JB1HKS08,A2000253,0,1,10,2022-11-21 14:06:31,定期PM,12,8,4,3,2193832,2374831,200000,90.5,PASS,定期PM,IQA_PM,PASS
2022/11/21,4,FUE021(ND1),VB198S08,A2200959,0,1,0,2022-11-22 02:06:20,定期PM,12,11,1,9,0,451005,500000,90.2,PASS,定期PM,PM,PASS
2022/11/21,6,VTOS6205-2DUT-E03,VB2CHC07,MPI2100847,0,2,1,2022-11-21 08:31:55,定期PM,9,7,2,1,522466,598941,80000,95.6,PASS,定期PM,VA2009C1-C_CP2_PM,PASS
2022/11/21,1,HX8290A,JB1TAS20,N5110-21080084-00,1,1,4,2022-11-21 20:02:50,定期PM,12,5,7,9,1983674,2442923,500000,91.9,PASS,定期PM,定期PM,PASS
2022/11/21,9,XUA008A-CP1,JB1L4S05,A2201166,0,1,0,2022-11-21 22:44:19,內修(舊),12,11,0,8,0,408846,500000,81.8,FAIL,共面不佳,共面不佳,PASS
2022/11/22,5,R63318,TB2I4S5T,A2200677-R1,0,2,7,2022-11-23 02:31:34,內修(舊),12,12,0,2,0,118933,500000,23.8,FAIL,Function,R63318-A1F-BZ-CP_CP3_DUT2 BIN53,PASS
2022/11/22,4,FFE077-CP2,VB106S05,A2100615,0,1,2,2022-11-22 14:25:23,定期PM,12,6,6,9,3535734,3986222,500000,90.1,PASS,定期PM,IQA_PM,PASS
2022/11/22,5,R63318,TB2I4S5Q,A2101830-R2,0,2,7,2022-11-23 02:42:50,內修(舊),12,7,5,1,2262382,2325675,500000,12.7,FAIL,Function,R63318-A1F-BZ-CP_CP3_DUT2 BIN26,PASS
2022/11/22,2,SW43413,JB3K0S08,UOA3C03-2004631,2,3,2,2022-11-22 16:05:49,內修(舊),11,5,6,0,2518731,2534393,500000,3.1,FAIL,Function,SW43413_CP2_DUT1-BIN38 Function Fail,PASS
2022/11/22,0,NA02080A_COP_N4CAPA,JB131S05,A2001152,0,1,4,2022-11-22 12:22:39,內修(舊),11,5,7,1,3750518,3818650,200000,34.1,FAIL,針位不良,NF02080A(COG48AA)-E-X15-C_CP4_針位不佳，針位上下貼,PASS
2022/11/22,1,HX83192-A-PC-SOURCE,JB1E2S30,N5110-22030093-R1,1,1,8,2022-11-22 21:06:45,內修(舊),12,8,3,4,1151325,1372724,500000,44.3,FAIL,共面不佳,IQA_共面不佳,PASS
2022/11/22,1,HX82102A-LT,VB1A8S04,A2101390,0,1,9,2022-11-22 22:27:49,內修(舊),12,5,6,0,1768973,1805878,500000,7.4,FAIL,"Function,低溫測試",PA5269F-LTB_CP4_Bin40,PASS
2022/11/22,0,NA01248_NDCAPA,JB1CES10,A2001648,0,1,6,2022-11-22 11:08:50,定期PM,12,8,3,3,1262694,1451110,200000,94.2,PASS,"低溫測試,定期PM",NA01248F(COG4)-A-AT-X2-C_CP3_PM,PASS
2022/11/22,0,NB01736_NDCAPB,JB2PDS17,CB20110003H-R1,3,2,2,2022-11-22 16:31:05,外修(舊),12,7,5,2,1850279,1979835,200000,64.8,FAIL,定期PM,調卡前PM,PASS
2022/11/22,1,HX8290-B(4),VB4BKS01,N5010-21110267-00,1,4,1,2022-11-22 18:03:40,內修(舊),12,9,3,0,804194,823224,500000,3.8,FAIL,針位不良,11/22安傑mAIL指示送修:Dut1、Dut3對針異常，請重對MASK,PASS
2022/11/22,2,SW80004,TC2QTS38,UOS0C02-2206709-R2,2,2,0,2022-11-22 23:45:58,內修(舊),11,8,2,8,2829182,3231828,500000,80.5,FAIL,針位不良,SW80004A_CP1_針位不佳,PASS
2022/11/22,1,HX8179-D00-04,KB4G9S02,A2100669,0,4,2,2022-11-22 10:58:21,外修(舊),11,8,3,0,2352684,2355155,500000,0.5,FAIL,Function,"PA1725C_CP2_廖倫德MAIL:DUT1,3,4 Bin 7(MIN_FUNCTION) 偏高,SHMOO表示一樣拉高VDD YIELD會變好",FAIL
